index	g id	t id	f1	f2	f3	f4	f5	f6	f7	f8	f9	f10	f11	f12	f13	f14	f15	f16	f17	f18	f19	f20
578	g151	t579	2	4	3	0	1	4	0	0	4	1	0	0	4	1	3	5	1	0	0	3
579	g151	t580	0	0	5	4	1	0	2	3	1	0	0	0	4	0	0	0	0	0	0	4
580	g151	t581	3	0	0	5	0	0	0	0	0	4	1	2	0	2	2	4	0	4	1	0
581	g152	t582	0	0	1	0	0	1	0	0	2	8	3	0	3	0	0	1	2	0	2	0
582	g152	t583	5	0	0	2	0	0	3	2	3	0	2	2	0	0	0	0	6	0	0	3
583	g152	t584	2	5	0	4	0	4	3	0	0	0	0	2	0	2	0	0	7	0	0	0
584	g152	t585	4	6	3	0	0	0	0	0	1	0	0	3	0	0	5	0	1	0	2	0
585	g152	t586	0	4	2	8	0	0	0	4	0	2	1	0	0	1	0	0	6	0	0	1
586	g152	t587	6	0	0	3	0	0	4	0	0	1	0	0	0	1	2	0	0	1	2	0
587	g152	t588	0	0	0	0	4	0	1	2	0	0	0	0	2	6	5	4	0	1	0	0
588	g152	t589	0	0	2	0	0	5	0	3	0	0	1	2	0	2	2	1	1	5	6	3
589	g152	t590	2	3	5	2	1	2	2	3	0	0	3	0	3	0	4	0	0	3	6	0
590	g153	t591	0	0	2	4	4	1	3	2	3	0	1	0	0	4	1	4	5	0	5	1
591	g153	t592	4	0	0	4	3	0	0	3	0	2	1	0	3	0	0	0	4	0	1	0
592	g153	t593	2	0	6	2	0	0	0	0	2	0	0	3	3	3	3	0	0	0	0	1
593	g153	t594	5	2	0	5	4	0	3	0	2	2	0	0	2	1	0	0	0	5	2	2
594	g153	t595	0	0	0	1	0	1	0	0	3	0	0	3	0	2	3	0	2	6	0	0
595	g153	t596	1	3	2	3	0	4	0	0	0	5	4	6	0	0	0	1	2	0	2	0
596	g153	t597	2	1	2	4	0	5	0	1	3	3	0	0	0	0	1	5	6	3	2	0
597	g153	t598	0	3	4	0	5	1	3	1	0	1	0	0	4	7	0	3	6	0	0	0
598	g153	t599	1	1	0	4	0	1	1	0	1	2	4	4	4	2	0	0	0	2	0	0
599	g153	t600	4	6	2	6	4	3	1	0	2	6	0	0	0	0	0	2	0	0	0	3
600	g153	t601	0	3	0	0	4	0	0	0	0	0	0	3	5	0	2	0	2	0	0	5
601	g153	t602	0	0	1	0	0	2	0	0	1	0	3	4	0	3	7	0	5	3	0	2
602	g153	t603	0	2	2	4	2	0	6	0	0	2	0	0	0	0	2	0	3	4	0	0
603	g154	t604	3	0	0	0	1	3	0	4	1	1	4	0	3	2	0	3	0	0	5	2
604	g154	t605	0	3	0	0	3	1	0	0	0	5	0	3	1	3	0	0	0	5	1	3
605	g154	t606	0	6	0	0	0	2	5	0	0	0	4	0	4	6	1	0	0	0	0	0
606	g154	t607	4	4	4	6	4	0	2	0	4	0	5	0	1	0	0	0	0	3	0	0
607	g154	t608	0	4	0	5	4	4	0	4	0	0	3	0	6	3	6	4	4	3	0	1
608	g154	t609	2	0	0	0	0	0	4	5	5	0	0	2	3	0	8	2	0	0	0	0
609	g154	t610	3	0	4	0	0	0	0	0	0	2	0	0	8	7	0	0	0	2	0	6
610	g154	t611	0	3	3	0	2	0	1	2	2	4	0	0	2	0	1	2	0	0	0	4
611	g154	t612	3	0	4	2	9	0	0	0	0	2	0	3	6	0	6	0	0	5	0	4
612	g154	t613	0	1	1	0	6	2	3	0	0	0	0	2	2	4	0	5	0	3	0	3
613	g154	t614	3	3	5	1	0	0	6	4	0	0	4	0	4	0	4	0	0	0	5	2
614	g154	t615	0	0	0	0	2	0	0	2	0	0	2	0	0	5	6	0	5	4	0	2
615	g154	t616	2	1	1	4	2	5	1	1	0	4	4	4	5	0	0	0	0	0	0	0
616	g154	t617	0	5	0	0	4	0	2	3	4	0	0	4	0	0	6	0	0	3	0	0
617	g154	t618	0	1	2	0	0	0	0	0	3	0	0	0	0	10	0	0	2	0	2	2
618	g154	t619	0	2	0	5	0	0	7	0	0	0	3	8	0	0	5	0	0	1	0	5
619	g154	t620	0	3	1	0	0	0	5	0	0	0	0	0	0	3	0	0	0	5	0	2
620	g155	t621	0	0	4	1	0	5	2	0	4	2	0	0	0	1	3	0	4	0	0	0
621	g155	t622	3	0	0	0	3	5	0	0	3	0	2	3	4	1	0	2	4	0	0	0
622	g155	t623	5	0	0	0	1	1	2	0	0	2	0	0	0	0	0	5	0	6	3	0
623	g155	t624	1	0	3	4	5	1	0	0	0	1	0	1	0	0	0	3	0	3	0	3
624	g155	t625	2	3	3	0	0	3	0	3	6	0	0	0	0	4	1	0	0	0	3	4
625	g155	t626	5	0	5	0	0	0	0	0	5	6	2	0	3	0	2	0	0	1	6	0
626	g155	t627	0	0	0	2	0	0	3	0	3	0	4	4	0	0	6	0	0	0	0	0
627	g155	t628	0	0	2	0	0	3	1	4	5	0	1	2	0	0	3	0	0	1	0	0
628	g156	t629	4	0	0	0	0	1	0	4	6	2	3	0	4	0	0	4	0	4	0	0
629	g156	t630	0	0	1	7	6	0	0	2	2	1	0	0	0	0	3	0	7	2	0	0
630	g156	t631	4	0	0	0	3	0	0	5	2	2	2	3	0	0	4	0	0	0	3	3
631	g156	t632	0	2	0	3	0	0	0	8	0	0	3	0	2	2	3	2	1	0	0	0
632	g156	t633	0	0	0	0	3	4	0	3	0	4	2	3	7	5	5	2	4	0	8	3
633	g156	t634	0	4	0	0	0	3	0	0	4	3	0	0	0	3	0	5	2	4	3	0
634	g156	t635	0	6	0	0	0	0	4	0	0	5	0	0	1	0	3	0	0	0	0	0
635	g156	t636	0	4	4	0	0	0	0	0	0	2	3	0	3	0	4	1	4	0	2	0
636	g156	t637	0	3	4	1	1	0	0	0	7	4	2	2	4	0	5	0	0	0	4	2
637	g156	t638	0	5	0	0	2	0	3	0	0	0	0	0	5	0	4	0	5	4	0	0
638	g156	t639	0	0	3	0	2	0	0	3	0	3	0	0	4	1	0	0	2	6	3	0
639	g157	t640	3	1	0	0	2	0	0	0	0	3	2	2	0	0	0	0	2	0	2	2
640	g157	t641	0	0	0	4	2	0	0	2	0	2	0	0	0	3	2	0	4	6	3	0
641	g157	t642	5	2	6	0	0	0	4	5	7	2	0	2	0	0	0	4	3	1	0	0
642	g157	t643	0	0	0	0	5	4	6	4	5	2	0	4	7	1	0	0	3	3	0	3
643	g157	t644	0	0	0	0	0	0	0	0	5	0	2	4	3	4	0	0	0	0	0	3
644	g157	t645	5	0	0	0	0	4	3	1	4	3	2	0	0	2	4	2	0	0	0	2
645	g157	t646	0	2	6	0	0	0	3	2	8	3	2	4	0	0	0	1	0	0	4	4
646	g157	t647	3	0	0	1	3	3	5	2	2	0	3	0	5	0	4	1	0	2	0	4
647	g157	t648	3	0	3	0	0	5	4	4	4	2	0	0	5	3	0	0	0	4	5	4
648	g157	t649	0	0	0	3	1	0	0	2	0	0	0	4	4	0	0	5	0	2	3	0
649	g157	t650	0	0	0	0	5	0	0	1	2	1	5	1	1	0	0	2	0	3	4	4
650	g158	t651	0	0	0	0	0	3	2	2	0	0	0	0	4	0	2	0	0	5	2	1
651	g158	t652	0	5	0	2	0	1	2	0	5	0	0	0	0	0	0	0	5	0	0	1
652	g158	t653	0	0	4	5	0	4	0	2	0	2	0	8	1	0	0	1	0	5	5	3
653	g158	t654	3	4	7	1	0	0	3	1	0	0	0	0	5	2	0	0	4	0	2	3
654	g158	t655	0	3	0	0	3	3	0	0	0	0	2	0	6	4	0	1	0	1	1	0
655	g158	t656	0	3	2	0	3	2	0	4	0	0	0	6	2	0	0	0	0	1	3	0
656	g158	t657	3	0	3	2	0	0	0	4	2	7	4	6	2	4	0	2	3	4	2	3
657	g158	t658	1	3	0	4	2	2	0	0	0	0	0	1	8	6	0	5	3	0	2	0
658	g158	t659	0	0	7	5	2	1	5	0	0	0	3	0	1	0	0	6	3	0	2	0
659	g158	t660	1	0	1	0	0	3	0	1	0	3	0	2	4	0	0	5	6	3	4	3
660	g158	t661	1	0	6	0	0	7	0	0	3	3	0	3	0	2	1	6	4	4	0	0
661	g158	t662	3	3	2	0	3	0	0	0	0	0	0	2	0	0	0	0	2	0	5	0
662	g159	t663	0	0	0	4	5	2	1	1	3	0	1	0	0	4	0	0	0	0	0	0
663	g159	t664	1	0	0	0	5	2	0	2	0	5	3	3	0	0	0	0	0	0	5	0
664	g159	t665	0	2	0	4	2	0	4	3	0	0	6	0	2	0	4	2	3	2	0	2
665	g159	t666	0	4	1	4	0	1	0	0	4	0	0	0	1	0	0	0	1	0	2	0
666	g159	t667	2	0	3	0	1	3	0	0	0	2	1	0	2	0	4	1	1	0	5	0
667	g159	t668	0	0	2	0	1	8	0	3	0	3	2	2	0	4	5	0	0	5	0	2
668	g159	t669	0	0	0	0	0	2	1	0	0	1	0	0	0	0	4	0	2	0	1	0
669	g159	t670	0	7	0	0	2	0	0	1	1	3	0	0	0	0	3	0	3	5	0	1
670	g159	t671	0	2	4	1	0	0	1	3	0	1	3	0	4	0	0	0	3	0	3	0
671	g159	t672	0	0	0	0	0	0	3	2	0	4	0	0	0	0	0	0	0	0	3	0
672	g159	t673	0	0	0	0	4	0	6	0	0	4	0	6	0	1	3	0	3	0	0	0
673	g159	t674	3	0	0	0	5	0	2	8	5	1	0	3	0	0	0	2	0	5	5	2
674	g16	t675	0	2	0	3	4	2	4	2	0	4	0	0	3	0	4	3	0	0	2	0
675	g16	t676	7	0	2	0	0	0	0	3	0	2	0	0	0	4	4	4	0	1	3	0
676	g16	t677	6	3	0	0	0	5	0	5	0	0	0	1	0	0	3	0	1	0	0	2
677	g16	t678	3	2	0	5	4	0	5	1	0	3	0	3	0	2	1	2	0	1	0	4
678	g16	t679	3	0	2	4	5	0	0	0	0	2	3	3	1	0	0	0	1	1	4	0
679	g16	t680	0	5	0	4	0	3	0	0	3	2	0	0	2	0	2	3	0	8	0	2
680	g16	t681	4	3	0	0	0	2	5	0	0	1	5	2	3	0	2	0	2	0	0	3
681	g160	t682	0	2	0	0	0	0	4	1	5	0	0	4	0	3	0	1	0	1	0	1
682	g160	t683	0	4	0	3	0	2	0	4	0	0	2	8	0	3	1	0	0	0	4	0
683	g160	t684	0	1	0	2	2	0	2	2	0	0	0	4	0	1	2	0	2	0	0	0
684	g160	t685	1	0	0	4	2	1	0	0	2	0	0	2	3	0	2	0	0	4	1	5
685	g160	t686	0	0	0	0	0	4	3	2	0	4	0	4	0	0	0	0	0	0	5	0
686	g160	t687	0	5	0	3	0	4	4	0	4	0	2	0	3	0	2	3	0	2	4	3
687	g160	t688	0	0	1	0	0	0	0	1	0	0	0	0	0	3	5	3	1	2	2	0
688	g160	t689	0	5	2	0	0	0	0	5	0	3	0	0	0	0	0	5	0	0	3	0
689	g160	t690	2	2	0	0	0	0	0	0	0	0	0	5	0	6	4	0	1	4	0	5
690	g160	t691	3	0	4	0	4	0	0	0	0	0	0	1	0	0	4	0	3	2	3	2
691	g161	t692	0	3	5	0	3	0	0	2	5	0	4	7	0	1	0	0	0	2	0	0
692	g161	t693	5	5	0	5	0	0	2	2	7	3	0	6	4	0	3	2	10	0	2	3
693	g161	t694	0	4	3	0	5	1	0	0	0	1	3	0	5	3	2	1	0	4	2	0
694	g161	t695	1	3	8	0	5	5	0	1	0	2	2	4	3	0	3	2	1	2	0	0
695	g161	t696	0	4	5	0	0	1	2	0	0	5	1	2	0	0	5	3	1	2	0	2
696	g162	t697	0	0	0	2	5	5	0	2	1	0	0	0	1	0	0	0	2	6	0	6
697	g162	t698	0	2	0	3	0	2	0	3	4	0	0	0	0	0	3	0	0	0	3	0
698	g162	t699	0	0	3	4	0	4	1	7	2	0	3	0	5	0	0	0	0	0	1	0
699	g162	t700	0	0	0	1	2	4	0	3	0	0	0	0	0	3	0	3	0	0	0	2
700	g162	t701	0	0	0	5	3	0	0	4	4	3	0	0	5	5	8	1	0	3	2	2
701	g162	t702	2	4	3	6	0	0	2	2	0	0	3	0	0	2	3	3	0	0	7	0
702	g162	t703	2	3	5	3	2	0	0	4	1	3	0	4	0	2	1	0	0	4	0	0
703	g163	t704	2	0	0	4	5	3	0	0	0	2	0	5	0	0	2	0	3	0	0	4
704	g163	t705	0	3	2	0	4	3	0	1	2	0	0	4	0	1	2	1	2	6	0	6
705	g163	t706	2	2	0	3	3	1	0	4	0	0	2	0	2	1	3	3	2	0	3	0
706	g163	t707	2	0	0	2	0	0	4	4	2	0	5	3	3	0	1	0	5	0	0	0
707	g163	t708	2	0	0	0	3	4	2	1	5	2	0	0	0	0	4	0	0	8	4	0
708	g163	t709	0	1	3	0	1	3	0	4	0	0	1	4	0	0	3	5	4	0	0	5
709	g163	t710	0	0	0	0	0	2	2	0	0	0	0	1	0	0	0	9	1	1	0	3
710	g163	t711	0	5	0	6	0	0	1	0	0	4	0	0	0	4	0	1	0	0	0	2
711	g163	t712	6	0	0	0	0	0	1	0	4	0	0	0	0	0	3	0	0	5	0	0
712	g164	t713	0	3	1	3	0	0	0	2	0	0	0	6	2	5	0	0	0	7	1	2
713	g164	t714	0	2	2	0	0	0	3	5	0	0	3	0	0	2	0	5	0	0	0	0
714	g164	t715	3	0	0	0	0	4	1	0	1	4	0	0	3	0	3	0	0	4	5	8
715	g164	t716	0	1	0	3	3	6	0	1	6	0	2	0	1	0	3	2	3	1	3	0
716	g164	t717	0	0	0	0	0	1	6	7	0	0	7	0	5	0	0	0	0	0	2	5
717	g164	t718	0	0	0	0	1	3	0	1	0	5	0	0	6	2	0	0	3	3	0	0
718	g164	t719	0	2	3	0	0	0	2	3	3	0	3	2	0	3	3	1	0	0	4	0
719	g164	t720	2	0	0	5	0	4	0	5	0	5	1	0	2	5	3	0	4	0	1	0
720	g164	t721	0	0	4	0	3	0	0	0	0	4	4	0	1	0	4	0	0	0	1	0
721	g164	t722	0	4	4	0	5	0	0	0	4	3	5	0	2	0	1	0	3	0	0	1
722	g164	t723	0	4	0	4	0	0	0	2	5	0	4	0	0	3	0	7	6	1	0	0
723	g164	t724	6	3	1	3	0	0	5	2	4	0	0	4	2	0	0	0	4	0	7	0
724	g164	t725	6	4	0	5	0	1	0	0	7	3	1	4	5	1	0	0	6	5	4	2
725	g165	t726	5	3	0	0	0	2	0	2	0	4	1	1	0	0	0	0	0	3	0	0
726	g165	t727	0	2	1	3	0	1	4	0	0	0	0	4	4	0	0	3	4	2	0	0
727	g165	t728	4	1	0	3	2	0	2	5	2	0	2	5	3	0	0	0	4	0	0	3
728	g165	t729	4	0	0	0	1	5	4	5	0	0	7	0	2	0	0	3	0	0	5	0
729	g165	t730	0	7	0	0	3	5	2	0	0	1	0	2	3	0	0	4	4	0	2	3
730	g165	t731	0	2	3	2	3	0	3	0	0	0	0	0	2	0	0	2	4	0	5	2
731	g165	t732	0	0	0	4	0	0	0	0	5	2	4	0	3	0	3	2	0	2	0	0
732	g165	t733	0	2	0	0	2	4	3	2	0	5	6	0	1	4	3	0	2	6	0	2
733	g165	t734	0	0	0	1	2	1	2	0	0	1	0	0	0	2	0	0	0	0	5	0
734	g165	t735	1	0	1	5	0	0	0	5	4	0	2	5	4	2	0	0	0	8	0	0
735	g165	t736	0	0	0	0	1	0	6	2	7	0	0	3	0	3	0	0	4	1	3	0
736	g165	t737	1	0	0	3	0	2	0	1	0	0	0	1	1	0	0	0	0	2	4	3
737	g165	t738	0	2	7	3	0	5	3	1	1	0	3	1	0	4	0	4	0	2	0	1
738	g165	t739	0	5	5	1	0	5	0	0	3	0	1	5	0	2	1	0	0	0	1	0
739	g165	t740	0	1	1	4	2	0	0	0	4	3	5	2	0	0	3	0	0	0	3	0
740	g166	t741	0	0	7	3	1	3	0	5	0	0	0	0	0	0	2	0	1	0	5	7
741	g166	t742	0	1	5	0	1	0	0	5	0	0	0	0	4	0	0	0	0	0	0	0
742	g166	t743	2	0	0	2	0	0	3	1	0	4	0	5	0	0	0	2	2	0	0	0
743	g166	t744	0	0	4	0	0	0	0	3	3	2	3	0	0	0	0	2	0	0	0	0
744	g166	t745	6	0	4	0	0	0	0	0	0	6	0	2	0	4	3	0	0	5	0	3
745	g166	t746	0	0	0	3	3	3	3	5	0	0	0	0	3	6	2	3	5	1	0	0
746	g166	t747	0	3	7	1	0	0	3	0	0	0	0	2	4	3	0	0	4	0	0	2
747	g166	t748	3	5	0	5	0	0	0	0	0	0	4	0	0	2	0	2	0	0	1	0
748	g166	t749	4	2	0	3	0	0	2	0	0	0	4	0	3	4	4	0	6	0	4	4
749	g166	t750	3	5	0	2	8	3	0	0	0	2	3	0	0	0	0	5	2	5	0	5
750	g167	t751	6	3	1	0	5	2	1	3	0	0	0	0	4	0	0	0	2	4	2	2
751	g167	t752	0	0	4	0	1	1	2	0	4	0	0	0	2	0	0	0	5	2	0	0
752	g167	t753	2	2	4	2	0	4	3	1	1	0	5	0	7	0	1	0	5	0	4	0
753	g167	t754	2	4	0	0	2	0	0	0	4	3	6	0	0	0	0	0	0	6	0	1
754	g167	t755	2	3	0	3	0	1	1	2	0	0	2	0	0	3	0	8	0	3	0	3
755	g167	t756	0	1	4	4	0	3	0	2	1	1	1	4	4	5	1	0	0	0	0	3
756	g167	t757	2	0	0	2	1	0	0	6	5	0	1	1	4	1	0	6	0	0	0	0
757	g167	t758	3	3	3	2	1	4	0	0	0	5	6	1	5	0	0	0	0	0	0	0
758	g167	t759	4	0	2	10	0	0	5	5	0	3	0	5	5	0	3	0	0	0	0	1
759	g167	t760	4	0	0	3	3	3	4	3	4	0	0	0	0	0	5	3	0	0	0	0
760	g168	t761	0	0	2	2	0	1	0	4	1	0	0	0	0	3	0	6	0	3	5	0
761	g168	t762	0	0	0	0	0	2	0	1	4	2	4	2	0	1	2	3	1	3	5	1
762	g168	t763	4	3	3	0	0	5	4	3	2	0	3	0	1	5	2	0	5	1	0	0
763	g168	t764	8	0	0	4	0	0	0	0	0	2	0	0	1	2	2	0	1	0	1	5
764	g168	t765	2	0	3	0	1	7	0	0	0	4	1	0	0	0	0	2	3	0	0	2
765	g168	t766	0	1	1	4	0	0	1	1	0	0	0	2	1	2	4	0	0	0	0	0
766	g168	t767	0	2	0	0	3	0	0	3	4	0	2	5	0	4	0	3	4	0	3	0
767	g168	t768	5	1	0	2	0	3	8	0	0	3	0	2	0	0	6	0	0	0	0	3
768	g169	t769	4	0	0	0	5	3	0	0	3	0	5	3	5	0	2	2	0	4	0	0
769	g169	t770	0	4	2	1	2	0	3	0	0	0	0	3	4	0	5	0	4	0	0	2
770	g169	t771	0	0	0	0	6	4	3	3	0	0	0	3	1	0	2	2	9	3	2	2
771	g169	t772	5	3	0	0	0	0	0	0	0	0	2	0	0	0	4	4	2	1	3	0
772	g169	t773	2	4	5	6	0	0	0	0	3	0	2	2	4	3	0	1	0	0	0	0
773	g17	t774	0	4	4	4	3	3	0	5	4	4	0	1	1	3	0	0	0	5	0	0
774	g17	t775	0	2	0	3	4	2	5	0	0	3	0	0	4	2	6	0	2	0	3	0
775	g17	t776	3	0	0	0	4	3	4	0	1	3	1	0	4	0	0	0	1	5	0	0
776	g17	t777	0	8	0	0	2	1	3	0	4	6	0	0	4	0	1	2	3	0	0	0
777	g17	t778	3	0	4	4	5	3	4	9	2	1	2	0	0	0	0	3	0	0	1	3
778	g17	t779	0	0	4	0	1	0	0	0	2	0	0	0	0	0	0	6	4	4	7	0
779	g17	t780	0	0	1	4	0	3	0	0	4	4	0	2	0	0	3	1	0	0	2	0
780	g17	t781	4	1	0	0	3	0	1	1	0	2	0	0	4	0	4	5	0	0	0	2
781	g17	t782	3	0	0	0	0	6	0	0	0	0	0	0	0	0	2	1	0	2	1	0
782	g17	t783	0	1	1	5	0	0	0	4	0	0	0	0	6	4	3	5	3	3	2	0
783	g17	t784	4	0	3	0	1	6	1	0	0	2	0	0	2	3	2	0	0	0	0	0
784	g170	t785	0	0	0	0	0	0	0	4	0	4	2	0	0	0	0	3	0	0	1	0
785	g170	t786	0	0	2	0	6	0	2	7	0	3	0	2	5	0	3	0	4	2	4	0
786	g170	t787	3	4	2	3	0	5	0	0	4	0	4	3	0	3	2	0	1	0	3	2
787	g170	t788	4	2	5	5	1	0	0	2	0	3	3	0	1	0	1	2	3	2	0	0
788	g170	t789	2	1	1	2	0	0	0	2	3	0	4	0	0	0	8	0	1	0	0	0
789	g170	t790	0	6	2	3	0	2	7	0	0	3	0	3	2	6	3	3	0	3	6	2
790	g170	t791	0	0	3	3	1	1	0	0	1	4	0	1	2	3	7	2	2	2	5	0
791	g170	t792	5	0	0	0	6	2	0	1	3	0	1	3	4	0	4	0	1	1	0	3
792	g170	t793	0	3	4	0	0	0	0	5	2	0	0	0	0	0	0	0	2	6	0	0
793	g170	t794	0	4	4	2	2	0	0	0	0	0	0	0	0	0	6	2	0	6	1	0
794	g170	t795	0	2	0	1	0	0	6	5	0	0	0	0	8	4	0	0	0	0	0	4
795	g170	t796	2	2	8	5	0	2	0	1	0	2	1	3	3	0	0	3	0	0	2	2
796	g171	t797	1	1	6	2	1	0	0	0	0	0	7	0	2	2	0	3	2	0	1	0
797	g171	t798	0	0	0	2	5	3	0	2	9	2	0	0	2	4	3	5	0	3	0	5
798	g171	t799	3	2	3	0	1	4	3	4	0	5	0	0	0	0	6	0	6	0	3	1
799	g171	t800	0	3	0	0	2	4	0	5	0	0	6	0	2	0	0	0	2	0	0	1
800	g171	t801	3	0	2	3	0	4	0	0	1	1	2	1	3	0	0	2	0	3	3	4
801	g171	t802	1	0	3	3	2	3	4	0	4	0	0	0	0	5	0	2	0	4	4	2
802	g171	t803	0	0	0	1	1	8	2	6	0	3	6	0	2	3	0	0	0	1	3	3
803	g171	t804	0	1	4	0	0	0	0	0	0	1	1	3	2	3	0	2	3	2	4	4
804	g171	t805	3	0	0	9	0	1	3	0	0	2	0	0	5	0	0	0	0	0	0	0
805	g171	t806	0	0	0	0	0	0	0	0	2	2	1	7	3	0	4	1	4	0	2	4
806	g171	t807	0	4	0	0	0	2	4	4	0	0	5	0	0	9	0	0	0	0	0	0
807	g172	t808	0	0	4	2	0	5	1	0	0	4	0	0	4	2	0	0	2	0	2	4
808	g172	t809	0	0	0	5	1	0	0	0	0	0	4	0	0	0	0	6	0	1	0	0
809	g172	t810	5	3	1	4	0	0	0	2	0	0	0	2	0	2	0	4	0	1	6	0
810	g172	t811	1	7	1	0	5	0	0	4	0	2	0	0	1	0	4	0	6	0	0	4
811	g172	t812	0	0	4	0	4	0	4	0	0	0	3	5	0	7	0	0	0	0	0	3
812	g172	t813	0	0	0	1	4	1	0	2	0	0	1	4	0	0	1	0	1	2	0	0
813	g172	t814	0	0	3	0	3	3	3	0	0	0	0	4	3	0	5	3	3	0	0	3
814	g172	t815	0	0	0	0	0	0	0	0	0	4	0	0	4	0	0	0	0	0	0	0
815	g173	t816	0	4	0	0	0	0	0	1	4	2	0	3	1	3	0	1	3	0	4	0
816	g173	t817	0	3	0	0	0	0	1	2	0	2	0	0	0	2	0	5	0	4	0	3
817	g173	t818	1	2	0	5	0	3	0	0	0	0	1	5	0	0	0	0	2	1	0	1
818	g173	t819	0	0	0	4	0	0	0	0	6	5	3	0	6	0	0	0	5	0	4	0
819	g173	t820	0	1	0	5	0	0	0	1	5	0	0	0	1	0	3	4	0	2	0	3
820	g173	t821	0	4	5	4	4	0	6	0	0	0	4	0	0	2	2	0	4	0	0	1
821	g174	t822	0	0	0	0	0	2	0	0	2	0	1	3	0	0	7	0	5	0	1	0
822	g174	t823	0	2	0	3	0	2	0	0	0	0	0	2	1	4	2	0	4	0	0	2
823	g174	t824	3	1	0	0	0	0	0	2	4	0	0	0	4	0	4	0	0	0	0	0
824	g174	t825	1	2	0	3	8	0	0	6	4	0	0	3	0	5	0	0	0	0	0	0
825	g174	t826	2	0	0	0	5	0	3	3	2	0	4	5	0	0	4	0	0	0	3	0
826	g174	t827	1	0	5	0	0	0	0	0	3	0	0	0	1	6	0	5	0	3	4	0
827	g175	t828	0	1	0	0	0	0	0	0	4	4	1	4	0	1	2	2	5	0	5	3
828	g175	t829	0	4	2	0	0	0	3	0	2	4	0	0	0	2	6	0	0	2	0	3
829	g175	t830	0	1	0	0	7	0	0	0	0	2	2	0	0	0	0	0	0	4	0	0
830	g175	t831	2	2	0	0	0	0	3	3	7	0	2	4	0	2	7	0	0	0	0	0
831	g175	t832	3	2	0	0	0	0	0	2	3	0	0	0	0	7	0	5	3	4	0	0
832	g175	t833	4	5	0	1	0	3	4	0	0	10	0	0	0	0	6	0	0	2	0	0
833	g175	t834	4	0	0	0	0	0	0	0	6	2	3	0	0	1	2	3	0	1	0	6
834	g175	t835	3	4	0	3	4	0	2	3	2	0	2	0	3	3	2	0	3	0	2	0
835	g176	t836	0	6	3	5	0	0	0	2	1	0	0	0	0	0	3	0	3	5	0	5
836	g176	t837	0	0	0	2	1	3	0	5	0	0	5	0	6	0	0	0	3	0	0	5
837	g176	t838	0	9	1	0	0	0	2	7	2	4	1	0	0	2	0	0	4	2	1	0
838	g176	t839	3	0	1	0	0	0	0	0	4	3	0	5	0	4	2	0	5	3	2	0
839	g176	t840	0	0	0	3	0	0	0	0	0	5	4	0	0	0	1	2	1	4	5	0
840	g176	t841	1	4	2	0	0	1	2	0	0	0	0	5	4	0	3	2	0	2	0	5
841	g176	t842	1	0	3	0	3	2	0	2	2	2	1	1	0	0	4	5	4	0	0	0
842	g176	t843	0	0	0	3	0	0	0	1	1	3	0	0	2	0	0	3	4	0	1	1
843	g176	t844	0	1	0	3	3	0	2	0	0	0	4	0	0	3	0	3	2	0	0	0
844	g176	t845	0	5	0	0	3	5	1	5	0	0	1	0	0	4	7	0	2	0	1	2
845	g176	t846	2	6	0	2	3	0	0	8	1	3	0	2	2	0	3	0	3	0	0	0
846	g176	t847	3	0	0	2	1	5	0	0	2	1	0	1	1	0	3	0	7	0	0	0
847	g177	t848	0	0	0	0	0	1	0	0	0	2	6	1	0	0	0	3	0	0	3	2
848	g177	t849	0	0	5	4	0	4	0	0	0	2	0	5	4	0	0	7	1	0	3	2
849	g177	t850	3	0	0	0	0	3	0	0	3	7	5	2	0	3	0	6	4	0	1	1
850	g177	t851	3	0	0	0	3	0	0	0	0	4	0	8	5	5	2	6	1	0	4	2
851	g177	t852	0	0	0	0	0	0	0	0	0	6	0	2	2	1	0	0	5	4	4	2
852	g177	t853	4	2	3	0	5	2	0	0	5	5	5	8	0	0	0	0	2	0	5	2
853	g177	t854	2	5	4	0	0	0	0	0	5	1	1	3	0	0	3	3	0	6	5	0
854	g177	t855	0	2	3	0	4	0	7	0	4	2	3	6	2	3	0	5	0	2	0	0
855	g177	t856	5	3	0	3	2	0	0	4	5	5	0	0	0	2	0	0	0	0	1	0
856	g178	t857	5	2	0	2	0	3	0	3	4	1	2	4	0	5	3	4	0	2	0	0
857	g178	t858	0	2	0	0	5	6	0	0	5	0	0	2	0	2	4	3	2	0	0	0
858	g178	t859	4	3	0	0	5	4	4	2	3	0	3	3	3	0	0	1	0	0	1	0
859	g178	t860	0	3	4	0	0	0	0	6	6	0	0	5	4	7	0	2	1	3	0	2
860	g178	t861	0	0	2	0	1	2	0	4	0	5	0	0	5	0	3	5	0	0	0	0
861	g178	t862	0	4	0	0	2	0	3	6	2	0	5	5	0	4	1	0	4	0	0	2
862	g178	t863	7	5	0	2	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	4
863	g178	t864	5	0	1	2	4	1	0	0	4	0	4	2	0	3	2	0	1	2	3	7
864	g178	t865	0	5	0	0	1	0	0	0	2	2	0	3	0	2	0	1	0	3	5	0
865	g178	t866	1	0	0	3	4	3	3	5	4	0	3	0	0	3	4	0	0	0	2	0
866	g178	t867	0	0	5	2	0	0	0	0	0	2	2	1	4	5	6	2	3	0	0	0
867	g178	t868	2	0	0	0	0	3	2	0	0	2	0	2	0	0	0	0	3	4	2	1
