g id	ids	ids pert	comparison	sample id
g116	t199;t202;t203	t200;t201;t204;t205;t206	ref	f6
g117	t209;t211;t213;t219	t207;t208;t210;t212;t214;t215;t216;t217;t218;t220	ref	f20
g117	t209;t211;t213;t219	t207;t208;t210;t212;t214;t215;t216;t217;t218;t220	ref	f4
g117	t209;t211;t213;t219	t207;t208;t210;t212;t214;t215;t216;t217;t218;t220	ref	f8
g117	t209;t211;t213;t219	t207;t208;t210;t212;t214;t215;t216;t217;t218;t220	ref	f10
g117	t209;t211;t213;t219	t207;t208;t210;t212;t214;t215;t216;t217;t218;t220	ref	f17
g118	t221;t222;t225;t228	t223;t224;t226;t227	ref	f1
g118	t221;t222;t225;t228	t223;t224;t226;t227	ref	f4
g118	t221;t222;t225;t228	t223;t224;t226;t227	ref	f9
g118	t221;t222;t225;t228	t223;t224;t226;t227	ref	f19
g118	t221;t222;t225;t228	t223;t224;t226;t227	ref	f11
g119	t230;t232;t233;t240	t229;t231;t234;t235;t236;t237;t238;t239;t241	ref	f4
g119	t230;t232;t233;t240	t229;t231;t234;t235;t236;t237;t238;t239;t241	ref	f2
g119	t230;t232;t233;t240	t229;t231;t234;t235;t236;t237;t238;t239;t241	ref	f10
g119	t230;t232;t233;t240	t229;t231;t234;t235;t236;t237;t238;t239;t241	ref	f16
g119	t230;t232;t233;t240	t229;t231;t234;t235;t236;t237;t238;t239;t241	ref	f12
g12	t242;t245;t246	t243;t244;t247;t248	ref	f1
g12	t242;t245;t246	t243;t244;t247;t248	ref	f3
g12	t242;t245;t246	t243;t244;t247;t248	ref	f19
g12	t242;t245;t246	t243;t244;t247;t248	ref	f5
g12	t242;t245;t246	t243;t244;t247;t248	ref	f16
g120	t252;t254;t256;t258	t249;t250;t251;t253;t255;t257	ref	f7
g120	t252;t254;t256;t258	t249;t250;t251;t253;t255;t257	ref	f20
g120	t252;t254;t256;t258	t249;t250;t251;t253;t255;t257	ref	f18
g120	t252;t254;t256;t258	t249;t250;t251;t253;t255;t257	ref	f6
g120	t252;t254;t256;t258	t249;t250;t251;t253;t255;t257	ref	f16
g121	t260;t265	t259;t261;t262;t263;t264	ref	f1
g121	t260;t265	t259;t261;t262;t263;t264	ref	f14
g121	t260;t265	t259;t261;t262;t263;t264	ref	f8
g121	t260;t265	t259;t261;t262;t263;t264	ref	f10
g121	t260;t265	t259;t261;t262;t263;t264	ref	f6
g121	t260;t265	t259;t261;t262;t263;t264	ref	f11
g122	t266;t267;t268;t274;t275	t269;t270;t271;t272;t273	ref	f7
g122	t266;t267;t268;t274;t275	t269;t270;t271;t272;t273	ref	f8
g122	t266;t267;t268;t274;t275	t269;t270;t271;t272;t273	ref	f2
g122	t266;t267;t268;t274;t275	t269;t270;t271;t272;t273	ref	f10
g123	t277;t278;t279;t283	t276;t280;t281;t282;t284;t285	ref	f20
g123	t277;t278;t279;t283	t276;t280;t281;t282;t284;t285	ref	f2
g123	t277;t278;t279;t283	t276;t280;t281;t282;t284;t285	ref	f9
g123	t277;t278;t279;t283	t276;t280;t281;t282;t284;t285	ref	f19
g123	t277;t278;t279;t283	t276;t280;t281;t282;t284;t285	ref	f5
g123	t277;t278;t279;t283	t276;t280;t281;t282;t284;t285	ref	f16
g124	t288;t290;t294	t286;t287;t289;t291;t292;t293;t295;t296	ref	f14
g124	t288;t290;t294	t286;t287;t289;t291;t292;t293;t295;t296	ref	f2
g124	t288;t290;t294	t286;t287;t289;t291;t292;t293;t295;t296	ref	f9
g124	t288;t290;t294	t286;t287;t289;t291;t292;t293;t295;t296	ref	f19
g124	t288;t290;t294	t286;t287;t289;t291;t292;t293;t295;t296	ref	f5
g124	t288;t290;t294	t286;t287;t289;t291;t292;t293;t295;t296	ref	f11
g125	t297;t299;t301;t302;t309	t298;t300;t303;t304;t305;t306;t307;t308	ref	f7
g125	t297;t299;t301;t302;t309	t298;t300;t303;t304;t305;t306;t307;t308	ref	f4
g125	t297;t299;t301;t302;t309	t298;t300;t303;t304;t305;t306;t307;t308	ref	f3
g125	t297;t299;t301;t302;t309	t298;t300;t303;t304;t305;t306;t307;t308	ref	f15
g125	t297;t299;t301;t302;t309	t298;t300;t303;t304;t305;t306;t307;t308	ref	f17
g126	t315;t316;t319;t322;t324	t310;t311;t312;t313;t314;t317;t318;t320;t321;t323	ref	f20
g126	t315;t316;t319;t322;t324	t310;t311;t312;t313;t314;t317;t318;t320;t321;t323	ref	f10
g126	t315;t316;t319;t322;t324	t310;t311;t312;t313;t314;t317;t318;t320;t321;t323	ref	f19
g126	t315;t316;t319;t322;t324	t310;t311;t312;t313;t314;t317;t318;t320;t321;t323	ref	f13
g126	t315;t316;t319;t322;t324	t310;t311;t312;t313;t314;t317;t318;t320;t321;t323	ref	f5
g126	t315;t316;t319;t322;t324	t310;t311;t312;t313;t314;t317;t318;t320;t321;t323	ref	f16
g127	t327;t329;t332;t333	t325;t326;t328;t330;t331;t334	ref	f8
g127	t327;t329;t332;t333	t325;t326;t328;t330;t331;t334	ref	f2
g127	t327;t329;t332;t333	t325;t326;t328;t330;t331;t334	ref	f5
g127	t327;t329;t332;t333	t325;t326;t328;t330;t331;t334	ref	f6
g127	t327;t329;t332;t333	t325;t326;t328;t330;t331;t334	ref	f17
g127	t327;t329;t332;t333	t325;t326;t328;t330;t331;t334	ref	f11
g128	t335	t336;t337	ref	f15
g128	t335	t336;t337	ref	f11
g128	t335	t336;t337	ref	f10
g129	t339;t340;t341;t344	t338;t342;t343;t345;t346;t347	ref	f20
g129	t339;t340;t341;t344	t338;t342;t343;t345;t346;t347	ref	f10
g129	t339;t340;t341;t344	t338;t342;t343;t345;t346;t347	ref	f5
g129	t339;t340;t341;t344	t338;t342;t343;t345;t346;t347	ref	f6
g129	t339;t340;t341;t344	t338;t342;t343;t345;t346;t347	ref	f17
g129	t339;t340;t341;t344	t338;t342;t343;t345;t346;t347	ref	f12
g13	t348;t351	t349;t350	ref	f7
g13	t348;t351	t349;t350	ref	f20
g13	t348;t351	t349;t350	ref	f2
g13	t348;t351	t349;t350	ref	f19
g13	t348;t351	t349;t350	ref	f5
g13	t348;t351	t349;t350	ref	f11
g130	t352;t356;t359;t361;t362	t353;t354;t355;t357;t358;t360;t363;t364	ref	f1
g130	t352;t356;t359;t361;t362	t353;t354;t355;t357;t358;t360;t363;t364	ref	f14
g130	t352;t356;t359;t361;t362	t353;t354;t355;t357;t358;t360;t363;t364	ref	f9
g130	t352;t356;t359;t361;t362	t353;t354;t355;t357;t358;t360;t363;t364	ref	f15
g130	t352;t356;t359;t361;t362	t353;t354;t355;t357;t358;t360;t363;t364	ref	f12
g131	t367;t368;t370;t371;t372;t379	t365;t366;t369;t373;t374;t375;t376;t377;t378;t380	ref	f4
g131	t367;t368;t370;t371;t372;t379	t365;t366;t369;t373;t374;t375;t376;t377;t378;t380	ref	f3
g131	t367;t368;t370;t371;t372;t379	t365;t366;t369;t373;t374;t375;t376;t377;t378;t380	ref	f8
g131	t367;t368;t370;t371;t372;t379	t365;t366;t369;t373;t374;t375;t376;t377;t378;t380	ref	f10
g131	t367;t368;t370;t371;t372;t379	t365;t366;t369;t373;t374;t375;t376;t377;t378;t380	ref	f18
g132	t385;t386;t387;t388	t381;t382;t383;t384	ref	f4
g132	t385;t386;t387;t388	t381;t382;t383;t384	ref	f19
g132	t385;t386;t387;t388	t381;t382;t383;t384	ref	f13
g132	t385;t386;t387;t388	t381;t382;t383;t384	ref	f15
g132	t385;t386;t387;t388	t381;t382;t383;t384	ref	f11
g132	t385;t386;t387;t388	t381;t382;t383;t384	ref	f17
g133	t393;t395;t396;t397	t389;t390;t391;t392;t394;t398	ref	f4
g133	t393;t395;t396;t397	t389;t390;t391;t392;t394;t398	ref	f3
g133	t393;t395;t396;t397	t389;t390;t391;t392;t394;t398	ref	f19
g133	t393;t395;t396;t397	t389;t390;t391;t392;t394;t398	ref	f13
g133	t393;t395;t396;t397	t389;t390;t391;t392;t394;t398	ref	f5
g133	t393;t395;t396;t397	t389;t390;t391;t392;t394;t398	ref	f6
g134	t399;t400;t405;t406;t407	t401;t402;t403;t404;t408;t409	ref	f1
g134	t399;t400;t405;t406;t407	t401;t402;t403;t404;t408;t409	ref	f9
g134	t399;t400;t405;t406;t407	t401;t402;t403;t404;t408;t409	ref	f19
g134	t399;t400;t405;t406;t407	t401;t402;t403;t404;t408;t409	ref	f11
g134	t399;t400;t405;t406;t407	t401;t402;t403;t404;t408;t409	ref	f12
g135	t410;t415;t417	t411;t412;t413;t414;t416	ref	f4
g135	t410;t415;t417	t411;t412;t413;t414;t416	ref	f9
g135	t410;t415;t417	t411;t412;t413;t414;t416	ref	f5
g135	t410;t415;t417	t411;t412;t413;t414;t416	ref	f15
g135	t410;t415;t417	t411;t412;t413;t414;t416	ref	f17
g136	t418;t421;t423	t419;t420;t422	ref	f20
g136	t418;t421;t423	t419;t420;t422	ref	f3
g136	t418;t421;t423	t419;t420;t422	ref	f17
g136	t418;t421;t423	t419;t420;t422	ref	f16
g137	t424;t425;t426;t429	t427;t428;t430;t431;t432;t433	ref	f20
g137	t424;t425;t426;t429	t427;t428;t430;t431;t432;t433	ref	f7
g137	t424;t425;t426;t429	t427;t428;t430;t431;t432;t433	ref	f9
g137	t424;t425;t426;t429	t427;t428;t430;t431;t432;t433	ref	f18
g138	t434;t435;t438;t439;t444;t445	t436;t437;t440;t441;t442;t443;t446;t447;t448;t449	ref	f7
g138	t434;t435;t438;t439;t444;t445	t436;t437;t440;t441;t442;t443;t446;t447;t448;t449	ref	f8
g138	t434;t435;t438;t439;t444;t445	t436;t437;t440;t441;t442;t443;t446;t447;t448;t449	ref	f2
g138	t434;t435;t438;t439;t444;t445	t436;t437;t440;t441;t442;t443;t446;t447;t448;t449	ref	f10
g139	t450;t453;t456	t451;t452;t454;t455	ref	f7
g139	t450;t453;t456	t451;t452;t454;t455	ref	f8
g139	t450;t453;t456	t451;t452;t454;t455	ref	f10
g139	t450;t453;t456	t451;t452;t454;t455	ref	f18
g139	t450;t453;t456	t451;t452;t454;t455	ref	f11
g14	t457;t459;t461;t463;t464	t458;t460;t462;t465;t466	ref	f1
g14	t457;t459;t461;t463;t464	t458;t460;t462;t465;t466	ref	f8
g14	t457;t459;t461;t463;t464	t458;t460;t462;t465;t466	ref	f15
g14	t457;t459;t461;t463;t464	t458;t460;t462;t465;t466	ref	f17
g14	t457;t459;t461;t463;t464	t458;t460;t462;t465;t466	ref	f12
g140	t471;t472;t473;t477	t467;t468;t469;t470;t474;t475;t476	ref	f5
g140	t471;t472;t473;t477	t467;t468;t469;t470;t474;t475;t476	ref	f1
g140	t471;t472;t473;t477	t467;t468;t469;t470;t474;t475;t476	ref	f4
g140	t471;t472;t473;t477	t467;t468;t469;t470;t474;t475;t476	ref	f10
g141	t478;t480;t483;t484	t479;t481;t482;t485;t486	ref	f1
g141	t478;t480;t483;t484	t479;t481;t482;t485;t486	ref	f4
g141	t478;t480;t483;t484	t479;t481;t482;t485;t486	ref	f19
g141	t478;t480;t483;t484	t479;t481;t482;t485;t486	ref	f18
g142	t489;t491;t492;t493;t497	t487;t488;t490;t494;t495;t496	ref	f9
g142	t489;t491;t492;t493;t497	t487;t488;t490;t494;t495;t496	ref	f19
g142	t489;t491;t492;t493;t497	t487;t488;t490;t494;t495;t496	ref	f4
g142	t489;t491;t492;t493;t497	t487;t488;t490;t494;t495;t496	ref	f14
g143	t498;t499	t500;t501;t502;t503;t504	ref	f8
g143	t498;t499	t500;t501;t502;t503;t504	ref	f2
g143	t498;t499	t500;t501;t502;t503;t504	ref	f19
g143	t498;t499	t500;t501;t502;t503;t504	ref	f13
g143	t498;t499	t500;t501;t502;t503;t504	ref	f16
g143	t498;t499	t500;t501;t502;t503;t504	ref	f12
g144	t505;t507;t508	t506;t509;t510;t511	ref	f6
g144	t505;t507;t508	t506;t509;t510;t511	ref	f7
g144	t505;t507;t508	t506;t509;t510;t511	ref	f10
g144	t505;t507;t508	t506;t509;t510;t511	ref	f11
g145	t514;t516;t517;t521	t512;t513;t515;t518;t519;t520	ref	f20
g145	t514;t516;t517;t521	t512;t513;t515;t518;t519;t520	ref	f14
g145	t514;t516;t517;t521	t512;t513;t515;t518;t519;t520	ref	f8
g145	t514;t516;t517;t521	t512;t513;t515;t518;t519;t520	ref	f10
g145	t514;t516;t517;t521	t512;t513;t515;t518;t519;t520	ref	f17
g145	t514;t516;t517;t521	t512;t513;t515;t518;t519;t520	ref	f12
g146	t522;t523;t529;t531	t524;t525;t526;t527;t528;t530;t532	ref	f3
g146	t522;t523;t529;t531	t524;t525;t526;t527;t528;t530;t532	ref	f19
g146	t522;t523;t529;t531	t524;t525;t526;t527;t528;t530;t532	ref	f5
g146	t522;t523;t529;t531	t524;t525;t526;t527;t528;t530;t532	ref	f6
g146	t522;t523;t529;t531	t524;t525;t526;t527;t528;t530;t532	ref	f16
g147	t534;t535;t541;t544	t533;t536;t537;t538;t539;t540;t542;t543;t545	ref	f20
g147	t534;t535;t541;t544	t533;t536;t537;t538;t539;t540;t542;t543;t545	ref	f10
g147	t534;t535;t541;t544	t533;t536;t537;t538;t539;t540;t542;t543;t545	ref	f9
g147	t534;t535;t541;t544	t533;t536;t537;t538;t539;t540;t542;t543;t545	ref	f13
g147	t534;t535;t541;t544	t533;t536;t537;t538;t539;t540;t542;t543;t545	ref	f16
g147	t534;t535;t541;t544	t533;t536;t537;t538;t539;t540;t542;t543;t545	ref	f17
g148	t546;t547;t551	t548;t549;t550	ref	f2
g148	t546;t547;t551	t548;t549;t550	ref	f9
g148	t546;t547;t551	t548;t549;t550	ref	f15
g148	t546;t547;t551	t548;t549;t550	ref	f11
g148	t546;t547;t551	t548;t549;t550	ref	f12
g149	t553;t554;t556;t557	t552;t555;t558;t559;t560	ref	f4
g149	t553;t554;t556;t557	t552;t555;t558;t559;t560	ref	f6
g149	t553;t554;t556;t557	t552;t555;t558;t559;t560	ref	f3
g149	t553;t554;t556;t557	t552;t555;t558;t559;t560	ref	f8
g15	t562;t565;t566;t567	t561;t563;t564;t568	ref	f19
g15	t562;t565;t566;t567	t561;t563;t564;t568	ref	f16
g15	t562;t565;t566;t567	t561;t563;t564;t568	ref	f17
g15	t562;t565;t566;t567	t561;t563;t564;t568	ref	f15
g150	t571;t573	t569;t570;t572	ref	f10
g150	t571;t573	t569;t570;t572	ref	f9
g150	t571;t573	t569;t570;t572	ref	f13
g150	t571;t573	t569;t570;t572	ref	f18
g150	t571;t573	t569;t570;t572	ref	f17
g151	t574;t577;t579	t575;t576;t578;t580;t581	ref	f20
g151	t574;t577;t579	t575;t576;t578;t580;t581	ref	f2
g151	t574;t577;t579	t575;t576;t578;t580;t581	ref	f10
g152	t584;t587;t589;t590	t582;t583;t585;t586;t588	ref	f9
g152	t584;t587;t589;t590	t582;t583;t585;t586;t588	ref	f19
g152	t584;t587;t589;t590	t582;t583;t585;t586;t588	ref	f11
g152	t584;t587;t589;t590	t582;t583;t585;t586;t588	ref	f12
g153	t591;t596;t599;t601;t602;t603	t592;t593;t594;t595;t597;t598;t600	ref	f14
g153	t591;t596;t599;t601;t602;t603	t592;t593;t594;t595;t597;t598;t600	ref	f10
g153	t591;t596;t599;t601;t602;t603	t592;t593;t594;t595;t597;t598;t600	ref	f18
g153	t591;t596;t599;t601;t602;t603	t592;t593;t594;t595;t597;t598;t600	ref	f5
g153	t591;t596;t599;t601;t602;t603	t592;t593;t594;t595;t597;t598;t600	ref	f6
g154	t607;t610;t613;t617;t618;t620	t604;t605;t606;t608;t609;t611;t612;t614;t615;t616;t619	ref	f7
g154	t607;t610;t613;t617;t618;t620	t604;t605;t606;t608;t609;t611;t612;t614;t615;t616;t619	ref	f1
g154	t607;t610;t613;t617;t618;t620	t604;t605;t606;t608;t609;t611;t612;t614;t615;t616;t619	ref	f4
g154	t607;t610;t613;t617;t618;t620	t604;t605;t606;t608;t609;t611;t612;t614;t615;t616;t619	ref	f14
g154	t607;t610;t613;t617;t618;t620	t604;t605;t606;t608;t609;t611;t612;t614;t615;t616;t619	ref	f10
g155	t621;t622;t623	t624;t625;t626;t627;t628	ref	f12
g155	t621;t622;t623	t624;t625;t626;t627;t628	ref	f4
g155	t621;t622;t623	t624;t625;t626;t627;t628	ref	f11
g155	t621;t622;t623	t624;t625;t626;t627;t628	ref	f10
g156	t629;t632;t635;t638	t630;t631;t633;t634;t636;t637;t639	ref	f19
g156	t629;t632;t635;t638	t630;t631;t633;t634;t636;t637;t639	ref	f3
g156	t629;t632;t635;t638	t630;t631;t633;t634;t636;t637;t639	ref	f17
g156	t629;t632;t635;t638	t630;t631;t633;t634;t636;t637;t639	ref	f8
g157	t642;t644;t648;t649	t640;t641;t643;t645;t646;t647;t650	ref	f3
g157	t642;t644;t648;t649	t640;t641;t643;t645;t646;t647;t650	ref	f9
g157	t642;t644;t648;t649	t640;t641;t643;t645;t646;t647;t650	ref	f13
g157	t642;t644;t648;t649	t640;t641;t643;t645;t646;t647;t650	ref	f18
g157	t642;t644;t648;t649	t640;t641;t643;t645;t646;t647;t650	ref	f15
g158	t654;t655;t656;t657;t660;t662	t651;t652;t653;t658;t659;t661	ref	f14
g158	t654;t655;t656;t657;t660;t662	t651;t652;t653;t658;t659;t661	ref	f13
g158	t654;t655;t656;t657;t660;t662	t651;t652;t653;t658;t659;t661	ref	f18
g158	t654;t655;t656;t657;t660;t662	t651;t652;t653;t658;t659;t661	ref	f15
g158	t654;t655;t656;t657;t660;t662	t651;t652;t653;t658;t659;t661	ref	f6
g159	t663;t665;t670;t671;t673;t674	t664;t666;t667;t668;t669;t672	ref	f1
g159	t663;t665;t670;t671;t673;t674	t664;t666;t667;t668;t669;t672	ref	f8
g159	t663;t665;t670;t671;t673;t674	t664;t666;t667;t668;t669;t672	ref	f19
g159	t663;t665;t670;t671;t673;t674	t664;t666;t667;t668;t669;t672	ref	f11
g159	t663;t665;t670;t671;t673;t674	t664;t666;t667;t668;t669;t672	ref	f16
g16	t676;t680	t675;t677;t678;t679;t681	ref	f20
g16	t676;t680	t675;t677;t678;t679;t681	ref	f1
g16	t676;t680	t675;t677;t678;t679;t681	ref	f8
g16	t676;t680	t675;t677;t678;t679;t681	ref	f9
g16	t676;t680	t675;t677;t678;t679;t681	ref	f12
g160	t684;t685;t688;t689	t682;t683;t686;t687;t690;t691	ref	f20
g160	t684;t685;t688;t689	t682;t683;t686;t687;t690;t691	ref	f1
g160	t684;t685;t688;t689	t682;t683;t686;t687;t690;t691	ref	f14
g160	t684;t685;t688;t689	t682;t683;t686;t687;t690;t691	ref	f9
g161	t692;t694	t693;t695;t696	ref	f2
g161	t692;t694	t693;t695;t696	ref	f10
g161	t692;t694	t693;t695;t696	ref	f6
g161	t692;t694	t693;t695;t696	ref	f11
g161	t692;t694	t693;t695;t696	ref	f17
g162	t698;t700	t697;t699;t701;t702;t703	ref	f5
g162	t698;t700	t697;t699;t701;t702;t703	ref	f19
g162	t698;t700	t697;t699;t701;t702;t703	ref	f3
g162	t698;t700	t697;t699;t701;t702;t703	ref	f13
g163	t704;t706;t711;t712	t705;t707;t708;t709;t710	ref	f15
g163	t704;t706;t711;t712	t705;t707;t708;t709;t710	ref	f16
g163	t704;t706;t711;t712	t705;t707;t708;t709;t710	ref	f17
g163	t704;t706;t711;t712	t705;t707;t708;t709;t710	ref	f8
g164	t714;t717;t718;t719;t725	t713;t715;t716;t720;t721;t722;t723;t724	ref	f7
g164	t714;t717;t718;t719;t725	t713;t715;t716;t720;t721;t722;t723;t724	ref	f3
g164	t714;t717;t718;t719;t725	t713;t715;t716;t720;t721;t722;t723;t724	ref	f9
g164	t714;t717;t718;t719;t725	t713;t715;t716;t720;t721;t722;t723;t724	ref	f19
g164	t714;t717;t718;t719;t725	t713;t715;t716;t720;t721;t722;t723;t724	ref	f16
g165	t731;t733;t736;t737;t739;t740	t726;t727;t728;t729;t730;t732;t734;t735;t738	ref	f4
g165	t731;t733;t736;t737;t739;t740	t726;t727;t728;t729;t730;t732;t734;t735;t738	ref	f14
g165	t731;t733;t736;t737;t739;t740	t726;t727;t728;t729;t730;t732;t734;t735;t738	ref	f2
g165	t731;t733;t736;t737;t739;t740	t726;t727;t728;t729;t730;t732;t734;t735;t738	ref	f10
g165	t731;t733;t736;t737;t739;t740	t726;t727;t728;t729;t730;t732;t734;t735;t738	ref	f18
g166	t741;t745;t747;t748;t749	t742;t743;t744;t746;t750	ref	f1
g166	t741;t745;t747;t748;t749	t742;t743;t744;t746;t750	ref	f14
g166	t741;t745;t747;t748;t749	t742;t743;t744;t746;t750	ref	f19
g166	t741;t745;t747;t748;t749	t742;t743;t744;t746;t750	ref	f5
g166	t741;t745;t747;t748;t749	t742;t743;t744;t746;t750	ref	f16
g167	t756;t757;t759;t760	t751;t752;t753;t754;t755;t758	ref	f14
g167	t756;t757;t759;t760	t751;t752;t753;t754;t755;t758	ref	f17
g167	t756;t757;t759;t760	t751;t752;t753;t754;t755;t758	ref	f2
g167	t756;t757;t759;t760	t751;t752;t753;t754;t755;t758	ref	f16
g168	t762;t765;t766;t768	t761;t763;t764;t767	ref	f14
g168	t762;t765;t766;t768	t761;t763;t764;t767	ref	f2
g168	t762;t765;t766;t768	t761;t763;t764;t767	ref	f18
g168	t762;t765;t766;t768	t761;t763;t764;t767	ref	f15
g168	t762;t765;t766;t768	t761;t763;t764;t767	ref	f6
g169	t769;t772	t770;t771;t773	ref	f6
g169	t769;t772	t770;t771;t773	ref	f14
g169	t769;t772	t770;t771;t773	ref	f13
g17	t774;t776;t778;t779;t782	t775;t777;t780;t781;t783;t784	ref	f9
g17	t774;t776;t778;t779;t782	t775;t777;t780;t781;t783;t784	ref	f19
g17	t774;t776;t778;t779;t782	t775;t777;t780;t781;t783;t784	ref	f15
g17	t774;t776;t778;t779;t782	t775;t777;t780;t781;t783;t784	ref	f10
g170	t787;t789;t791	t785;t786;t788;t790;t792;t793;t794;t795;t796	ref	f4
g170	t787;t789;t791	t785;t786;t788;t790;t792;t793;t794;t795;t796	ref	f2
g170	t787;t789;t791	t785;t786;t788;t790;t792;t793;t794;t795;t796	ref	f10
g170	t787;t789;t791	t785;t786;t788;t790;t792;t793;t794;t795;t796	ref	f9
g170	t787;t789;t791	t785;t786;t788;t790;t792;t793;t794;t795;t796	ref	f13
g171	t797;t800;t805	t798;t799;t801;t802;t803;t804;t806;t807	ref	f3
g171	t797;t800;t805	t798;t799;t801;t802;t803;t804;t806;t807	ref	f14
g171	t797;t800;t805	t798;t799;t801;t802;t803;t804;t806;t807	ref	f17
g171	t797;t800;t805	t798;t799;t801;t802;t803;t804;t806;t807	ref	f18
g172	t808;t810;t811	t809;t812;t813;t814;t815	ref	f1
g172	t808;t810;t811	t809;t812;t813;t814;t815	ref	f14
g172	t808;t810;t811	t809;t812;t813;t814;t815	ref	f2
g172	t808;t810;t811	t809;t812;t813;t814;t815	ref	f10
g172	t808;t810;t811	t809;t812;t813;t814;t815	ref	f18
g172	t808;t810;t811	t809;t812;t813;t814;t815	ref	f6
g173	t816;t818;t819	t817;t820;t821	ref	f2
g173	t816;t818;t819	t817;t820;t821	ref	f5
g173	t816;t818;t819	t817;t820;t821	ref	f13
g173	t816;t818;t819	t817;t820;t821	ref	f8
g174	t824;t827	t822;t823;t825;t826	ref	f7
g174	t824;t827	t822;t823;t825;t826	ref	f14
g174	t824;t827	t822;t823;t825;t826	ref	f10
g174	t824;t827	t822;t823;t825;t826	ref	f9
g174	t824;t827	t822;t823;t825;t826	ref	f19
g174	t824;t827	t822;t823;t825;t826	ref	f12
g175	t828;t829;t830;t833	t831;t832;t834;t835	ref	f15
g175	t828;t829;t830;t833	t831;t832;t834;t835	ref	f7
g175	t828;t829;t830;t833	t831;t832;t834;t835	ref	f16
g175	t828;t829;t830;t833	t831;t832;t834;t835	ref	f8
g176	t837;t839;t840;t843;t846	t836;t838;t841;t842;t844;t845;t847	ref	f7
g176	t837;t839;t840;t843;t846	t836;t838;t841;t842;t844;t845;t847	ref	f3
g176	t837;t839;t840;t843;t846	t836;t838;t841;t842;t844;t845;t847	ref	f17
g176	t837;t839;t840;t843;t846	t836;t838;t841;t842;t844;t845;t847	ref	f16
g177	t850;t852;t853	t848;t849;t851;t854;t855;t856	ref	f2
g177	t850;t852;t853	t848;t849;t851;t854;t855;t856	ref	f7
g177	t850;t852;t853	t848;t849;t851;t854;t855;t856	ref	f13
g177	t850;t852;t853	t848;t849;t851;t854;t855;t856	ref	f10
g178	t859;t860;t864;t865;t866;t869;t870;t871	t857;t858;t861;t862;t863;t867;t868;t872	ref	f6
g178	t859;t860;t864;t865;t866;t869;t870;t871	t857;t858;t861;t862;t863;t867;t868;t872	ref	f13
g178	t859;t860;t864;t865;t866;t869;t870;t871	t857;t858;t861;t862;t863;t867;t868;t872	ref	f17
g178	t859;t860;t864;t865;t866;t869;t870;t871	t857;t858;t861;t862;t863;t867;t868;t872	ref	f8
g179	t873;t877;t878;t879;t881	t874;t875;t876;t880;t882	ref	f1
g179	t873;t877;t878;t879;t881	t874;t875;t876;t880;t882	ref	f4
g179	t873;t877;t878;t879;t881	t874;t875;t876;t880;t882	ref	f14
g179	t873;t877;t878;t879;t881	t874;t875;t876;t880;t882	ref	f13
g179	t873;t877;t878;t879;t881	t874;t875;t876;t880;t882	ref	f12
g18	t885;t886;t889;t890	t883;t884;t887;t888;t891;t892	ref	f20
g18	t885;t886;t889;t890	t883;t884;t887;t888;t891;t892	ref	f4
g18	t885;t886;t889;t890	t883;t884;t887;t888;t891;t892	ref	f9
g18	t885;t886;t889;t890	t883;t884;t887;t888;t891;t892	ref	f2
g180	t893;t898	t894;t895;t896;t897	ref	f11
g180	t893;t898	t894;t895;t896;t897	ref	f3
g180	t893;t898	t894;t895;t896;t897	ref	f2
g180	t893;t898	t894;t895;t896;t897	ref	f18
g181	t899;t901;t904;t908;t909;t911	t900;t902;t903;t905;t906;t907;t910;t912;t913	ref	f19
g181	t899;t901;t904;t908;t909;t911	t900;t902;t903;t905;t906;t907;t910;t912;t913	ref	f13
g181	t899;t901;t904;t908;t909;t911	t900;t902;t903;t905;t906;t907;t910;t912;t913	ref	f2
g181	t899;t901;t904;t908;t909;t911	t900;t902;t903;t905;t906;t907;t910;t912;t913	ref	f10
g182	t915;t916;t920	t914;t917;t918;t919	ref	f5
g182	t915;t916;t920	t914;t917;t918;t919	ref	f19
g182	t915;t916;t920	t914;t917;t918;t919	ref	f16
g182	t915;t916;t920	t914;t917;t918;t919	ref	f18
g183	t922;t923;t924;t926;t929;t935	t921;t925;t927;t928;t930;t931;t932;t933;t934	ref	f7
g183	t922;t923;t924;t926;t929;t935	t921;t925;t927;t928;t930;t931;t932;t933;t934	ref	f14
g183	t922;t923;t924;t926;t929;t935	t921;t925;t927;t928;t930;t931;t932;t933;t934	ref	f10
g183	t922;t923;t924;t926;t929;t935	t921;t925;t927;t928;t930;t931;t932;t933;t934	ref	f18
g184	t938;t940;t942	t936;t937;t939;t941	ref	f19
g184	t938;t940;t942	t936;t937;t939;t941	ref	f4
g184	t938;t940;t942	t936;t937;t939;t941	ref	f3
g184	t938;t940;t942	t936;t937;t939;t941	ref	f17
g185	t943;t945;t950;t952	t944;t946;t947;t948;t949;t951;t953;t954;t955	ref	f14
g185	t943;t945;t950;t952	t944;t946;t947;t948;t949;t951;t953;t954;t955	ref	f2
g185	t943;t945;t950;t952	t944;t946;t947;t948;t949;t951;t953;t954;t955	ref	f9
g185	t943;t945;t950;t952	t944;t946;t947;t948;t949;t951;t953;t954;t955	ref	f13
g185	t943;t945;t950;t952	t944;t946;t947;t948;t949;t951;t953;t954;t955	ref	f6
g186	t959;t961;t964	t956;t957;t958;t960;t962;t963;t965	ref	f7
g186	t959;t961;t964	t956;t957;t958;t960;t962;t963;t965	ref	f9
